year,id_no,country,region,source,latitude,longitude,mb,Ms,depth,yield_1,yield_u,purpose,name,type,Count
1966,66038,USSR,SEMI KAZAKH,ISC,50,78,5.9,0,0,20,150,WR,,TUNNEL,1
1966,66072,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,0,SE,GANYMEDE,TOWER,1
1966,66039,USA,NTS,ISC,37,-115.89,0,0,0,0,20,PNE:PLO,SAXON,SHAFT,1
1966,66040,USSR,SEMI KAZAKH,ISC,49.83,78.05,5.4,0,0,0.001,20,WR,,TUNNEL,1
1966,66041,USA,NTS,ISC,37.3,-116,0,0,0,0,20,WR,ROVENA,SHAFT,1
1966,66067,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,TANGERINE,SHAFT,1
1966,66042,USSR,SEMI KAZAKH,ISC,50.5,77.86,5.1,0,0,0.001,20,PNE,,TUNNEL,1
1966,66043,USSR,SEMI KAZAKH,ISC,49.9,77.92,4.8,0,0,0.001,20,FMS,,TUNNEL,1
1966,66044,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,BETELGEUSE,BALLOON,1
1966,66045,USA,NTS,ISC,36.84,-115.92,4.6,0,0,7.8,7.8,WE,DERRINGER,SHAFT,1
1966,66046,USA,NTS,ISC,37.13,-116.02,0,0,0,0,20,WR,DAIQUIRI,SHAFT,1
1966,66047,FRANCE,FANGATAUFA,DOE,-22,-139,0,0,0,0,200,WR,RIGEL,BARGE,1
1966,66048,USA,NTS,ISC,37.12,-115.98,0,0,0,0,20,WR,NEWARK,SHAFT,1
1966,66049,USSR,UZBEK,UGS,38.8,64.5,5.1,0,0,30,30,PNE,,SHAFT,1
1966,66050,FRANCE,MURUROA,DOE,-22,-139,0,0,0,200,1000,WR,SIRIUS,BARGE,1
1966,66068,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KHAKI,SHAFT,1
1966,66051,USSR,SEMI KAZAKH,ISC,49.77,78.03,6.3,0,0,20,150,WR,,TUNNEL,1
1966,66052,CHINA,LOP NOR,DOE,41.5,89,0,0,0,12,12,WR,,ROCKET,1
1966,66053,USSR,NZ RUSS,ISC,73.4,54.57,6.4,0,0,150,1500,WR,,TUNNEL,1
1966,66073,USSR,NZ RUSS,MTM,73,55,0,0,0,150,1500,WR,,TUNNEL,1
1966,66074,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1966,66054,USA,NTS,ISC,37.17,-115.96,0,0,0,0,20,PNE:PLO,SIMMS,SHAFT,1
1966,66055,USA,NTS,ISC,37.1,-116,0,0,0,0,20,WR,AJAX,SHAFT,1
1966,66056,USA,NTS,ISC,37,-116.07,0,0,0,0,20,WE,CEEISE,SHAFT,1
1966,66075,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1966,66069,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,VIGIL,SHAFT,1
1966,66057,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR/PNE,,SHAFT,1
1966,66058,USA,HATTIESE MS,DOE,31,-89,0,0,0.9,0.38,0.38,PNE:V,STERLING,SHAFT,1
1966,66059,USA,NTS,ISC,36.82,-115.96,4.6,0,0,0,20,WE,NEWPOINT,SHAFT,1
1966,66070,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SIDECAR,SHAFT,1
1966,66060,USSR,SEMI KAZAKH,ISC,49.92,77.76,5.8,0,0,20,150,PNE,,SHAFT,1
1966,66061,USA,NTS,ISC,37.32,-116.36,6.3,0,0,870,870,WR,GREELEY,SHAFT,1
1966,66062,CHINA,LOP NOR,DOE,41.5,89,0,0,0,122,122,WR,,TOWER,1
1967,67050,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RIVET 1,SHAFT,1
1967,67001,USA,NTS,ISC,37.14,-116.18,5.3,0,0,39,39,WR,NASH,SHAFT,1
1967,67002,USA,NTS,ISC,37.08,-116.01,5.3,0,0,20,200,WR,BOURBON,SHAFT,1
1967,67051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RIVET 2,SHAFT,1
1967,67063,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1967,67003,USA,NTS,ISC,37.11,-116.1,4.6,0,0,0,20,WR,WARD,SHAFT,1
1967,67004,USA,NTS,ISC,36.91,-115.91,4.4,0,0,0,20,WR,PERSIMMON,SHAFT,1
1967,67005,USA,NTS,ISC,37.16,-116.07,5.6,0,0,20,200,WR,AGILE,SHAFT,1
1967,67006,USSR,SEMI KAZAKH,ISC,49.79,78.14,6,0,0,20,150,FMS,,TUNNEL,1
1967,67007,USA,NTS,ISC,37.11,-116.11,0,0,0,0,20,WR,RIVET III,SHAFT,1
1967,67052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MUSHROOM,SHAFT,1
1967,67053,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,FIZZ,SHAFT,1
1967,67008,USSR,SEMI KAZAKH,ISC,49.78,78.06,5.3,0,0,0.001,20,WR/PNE,,TUNNEL,1
1967,67054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,OAKLAND,SHAFT,1
1967,67055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HELLMAN,SHAFT,1
1967,67009,USA,NTS,ISC,36.92,-116.42,0,0,0,0,20,WR,FAWN,SHAFT,1
1967,67010,USSR,SEMI KAZAKH,ISC,49.76,78.23,6.3,0,0,20,150,PNE,,TUNNEL,1
1967,67011,USA,NTS,ISC,36.98,-116.08,0,0,0,0,20,WR,CHOCOLATE,SHAFT,1
1967,67012,USA,NTS,ISC,37.1,-116.1,0,0,0,0,20,WR,EFFENDI,SHAFT,1
1967,67013,USA,NTS,ISC,37.04,-116.02,4.9,0,0,20,200,WR,MICKEY,SHAFT,1
1967,67014,USA,NTS,ISC,37.16,-116.06,5.8,0,0,250,250,WR,COMMODORE,SHAFT,1
1967,67015,USA,NTS,ISC,37.27,-116.35,5.7,0,0,155,155,WR,SCOTCH,SHAFT,1
1967,67016,USA,NTS,ISC,37.21,-116.5,5.4,0,0,76,76,WR,KNICKERBOCKER,SHAFT,1
1967,67056,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,ABSINTHE,SHAFT,1
1967,67017,USSR,SEMI KAZAKH,ISC,49.81,78.11,5.4,0,0,0,20,PNE,,TUNNEL,1
1967,67018,FRANCE,MURUEOA,DOE,-22,-139,0,0,0,0,20,WR,ALTAIR,BALLOON,1
1967,67019,CHINA,LOP NOR,ISC,40.8,89.4,4.7,0,0,3300,3300,WR,,AIRDROP,1
1967,67020,USA,NTS,ISC,37,-115.95,0,0,0,0,20,PNE:PLO,SWITCH,SHAFT,1
1967,67021,USA,NTS,ISC,37.15,-116.23,0,0,0,0,20,WE,MIDIMIST,TUNNEL,1
1967,67022,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,ANTARES,BALLOON,1
1967,67023,USSR,SEMI KAZAKH,ISC,49.87,78.1,5.3,0,0,0.001,20,WR,,TUNNEL,1
1967,67024,USA,NTS,ISC,37,-116.06,4.6,0,0,10,10,WE,UMBER,SHAFT,1
1967,67025,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,ARCTURUS,BARGE,1
1967,67057,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,VITO,SHAFT,1
1967,67026,USSR,SEMI KAZAKH,ISC,49.88,78.16,5.4,0,0,0.001,20,PNE,,TUNNEL,1
1967,67027,USA,NTS,ISC,37.07,-116.04,5,0,0,20,200,WR,STANLEY,SHAFT,1
1967,67028,USSR,SEMI KAZAKH,ISC,49.82,78.05,5.3,0,0,0.001,20,WR,,TUNNEL,1
1967,67048,USA,NTS,DIS,37.01,-116.15,0,0,0,0,20,WR,GIBSON,SHAFT,1
1967,67029,USA,NTS,ISC,37.18,-116.05,0,0,0,0,20,WR,WASHER,SHAFT,1
1967,67030,USA,NTS,ISC,36.96,-116.04,4.6,0,0,0,20,WR,BORDEAUX,SHAFT,1
1967,67058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,LEXINGTON,SHAFT,1
1967,67031,USA,NTS,ISC,37.12,-116.12,5,0,0,0,20,WE,DOOR MIST,TUNNEL,1
1967,67064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WE,,TUNNEL,1
1967,67032,USA,NTS,ISC,37.07,-116.07,5,0,0,20,200,WE,YARD,SHAFT,1
1967,67059,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GILROY,SHAFT,1
1967,67033,USSR,SEMI KAZAKH,ISC,50.01,77.8,5.3,0,0,0.001,20,WR,,SHAFT,1
1967,67034,USA,NTS,ISC,37,-116.12,0,0,0,2.2,2.2,PNE:PLO,MARVEL,SHAFT,1
1967,67035,USSR,SEMI KAZAKH,ISC,50.02,77.72,5.2,0,0,10,10,WR,,SHAFT,1
1967,67036,USA,NTS,ISC,37.1,-116,5.7,0,0,20,200,WR,ZAZA,SHAFT,1
1967,67049,USSR,TYUMEN RUSS,DIS,57.69,65.27,0,0,0,0.3,0.3,PNE,TAVDA,SHAFT,1
1967,67037,USSR,SEMI KAZAKH,ISC,49.8,78.03,5.6,0,0,0.001,20,PNE,,TUNNEL,1
1967,67038,USA,NTS,ISC,37.09,-116.03,5.7,0,0,20,200,WR,ANPHER,SHAFT,1
1967,67039,USSR,NZ RUSS,ISC,73.4,54.42,5.9,0,0,20,1500,WR,,TUNNEL,1
1967,67040,USA,NTS,ISC,36.99,-116.03,0,0,0,0,20,WR,SAZERAC,SHAFT,1
1967,67060,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,COGNAC,SHAFT,1
1967,67061,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WORTH,SHAFT,1
1967,67041,USSR,SEMI KAZAKH,ISC,49.81,78.02,5.3,0,0,0.001,20,WR,,TUNNEL,1
1967,67042,USA,NTS,ISC,37.02,-116.06,5.1,0,0,0,20,WR,COBBLER,SHAFT,1
1967,67043,USSR,SEMI KAZAKH,ISC,49.93,77.4,4.8,0,0,0.001,20,WR,,SHAFT,1
1967,67062,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,POLKA,SHAFT,1
1967,67044,USSR,SEMI KAZAKH,ISC,49.88,78.21,5.4,0,0,0.001,20,WR,,TUNNEL,1
1967,67045,USA,FARMINGT NM,ISC,36.67,-107.17,4.8,0,0,29,29,PNE:PLO,GASBUGGY,SHAFT,1
1967,67046,USA,NTS,ISC,37.01,-116.07,0,0,0,0,20,WR,STILT,SHAFT,1
1967,67047,CHINA,LOP NOR,DOE,41.5,89,0,0,0,15,25,WR,,AIRDROP,1
1968,68001,USSR,SEMI KAZAKH,ISC,49.74,78.32,5.1,0,0,0.001,20,PNE,,TUNNEL,1
1968,68002,USA,NTS,ISC,37.23,-116.19,0,0,0,7.4,7.4,WE,HUPMOBILE,SHAFT,1
1968,68003,USA,NTS,ISC,37.18,-114.12,0,0,0,20,200,WR,STACCATO,SHAFT,1
1968,68004,USA,C. NEVADA,DOE,38.65,-116.2,6.3,0,0,200,1000,WR,FAULTLESS,SHAFT,1
1968,68063,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BRUSH,SHAFT,1
1968,68005,USA,NTS,ISC,37.24,-116.45,0,0,0,2.3,2.3,PNE:PLO,CABRIOLET,CRATER,1
1968,68057,USA,NTS,DIS,36.89,-116.12,0,0,0,0,20,WR,MALLET,SHAFT,1
1968,68006,USA,NTS,ISC,37.1,-116.02,5.8,0,0,20,200,WR,KNOX,SHAFT,1
1968,68064,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TORCH,SHAFT,1
1968,68007,USA,NTS,ISC,37.12,-116.2,5,0,0,0,20,WE,DORSALFIN,TUNNEL,1
1968,68065,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RUSSET,SHAFT,1
1968,68008,USA,NTS,ISC,37.03,-116.38,0,0,0,1.1,1.1,PNE:PLO,BUGGY A-E,CRATER,1
1968,68009,USA,NTS,DOE,37,-116,0,0,0.2,1.5,1.5,WR,POMMARD,SHAFT,1
1968,68010,USA,NTS,ISC,37.3,-116.27,5.6,0,0,20,200,WR,STINGER,SHAFT,1
1968,68015,USA,NTS,ISC,36.83,-115.93,0,0,0,0,20,WE,MILK SHAKE,SHAFT,1
1968,68066,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BEVEL,SHAFT,1
1968,68016,USA,NTS,ISC,37.12,-116.08,4.6,0,0,0,200,WR,NOOR/THROW,SHAFT,1
1968,68017,USA,NTS,ISC,37.1,-116.07,4.9,0,0,20,200,WR,SHUFFLE,SHAFT,1
1968,68018,USA,NTS,ISC,37.44,-116.19,0,0,0,0,20,PNE:V,SCROLL,SHAFT,1
1968,68019,USSR,SEMI KAZAKH,ISC,49.84,78.07,5,0,0,0.001,20,WR,,TUNNEL,1
1968,68020,USA,NTS,ISC,37.31,-116.41,6.2,0,0,1300,1300,WR,BOXCAR,SHAFT,1
1968,68058,USA,NTS,DIS,37,-115.99,0,0,0,0,20,WR,HATCHET,SHAFT,1
1968,68067,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CROCK,SHAFT,1
1968,68021,USA,NTS,ISC,37.1,-116.06,4.7,0,0,20,200,WR,CLARKSMOBILE,SHAFT,1
1968,68022,USSR,PAMUK UZBEK,ZAR,0,0,0,0,0,47,47,PNE,,SHAFT,1
1968,68079,USSR,SEMI KAZAKH,MTM,0,0,0,0,0,0,0.001,WR,,TUNNEL,1
1968,68068,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ADZE,SHAFT,1
1968,68069,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WEMBLEY,SHAFT,1
1968,68023,USA,NTS,ISC,37.2,-116.07,0,0,0,0,20,WR,TUB A-F,SHAFT,1
1968,68024,USSR,SEMI KAZAKH,ISC,49.8,78.13,5.2,0,0,0.001,20,WR,,TUNNEL,1
1968,68025,USA,NTS,ISC,37.26,-116.27,5.9,0,0,20,200,WR,RICKEY,SHAFT,1
1968,68026,USSR,SEMI KAZAKH,ISC,49.96,79.05,5.4,0,0,0.001,20,FMS,,SHAFT,1
1968,68070,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FUNNEL,SHAFT,1
1968,68071,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SEVILLA,SHAFT,1
1968,68027,USA,NTS,ISC,37.18,-116.48,5.3,0,0,20,200,WR,CHATEAUGAY,SHAFT,1
1968,68028,USSR,AZGIR KAZAKH,ISC,47.85,47.72,5.5,0,0,27,27,PNE,,SHAFT,1
1968,68029,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,CAPELLA,BALLOON,1
1968,68030,USSR,SEMI KAZAKH,ISC,49.77,78.09,5.3,0,0,0.001,20,WR,,TUNNEL,1
1968,68031,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,1000,WR,CASTOR,BALLOON,1
1968,68072,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SPUD,SHAFT,1
1968,68032,USA,NTS,ISC,37.07,-116.07,0,0,0,20,200,WR,TANYA,SHAFT,1
1968,68033,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,POLLUX,BALLOON,1
1968,68073,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,IMP,SHAFT,1
1968,68074,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RACK,SHAFT,1
1968,68034,USSR,SEMI KAZAKH,ISC,50,78.02,4.8,0,0,0,20,WR/SAM,,TUNNEL,1
1968,68035,FRANCE,FANGATAUFA,UGS,-22.207,-138.809,5,0,0,1000,,WR,CANOPUS,BALLOON,1
1968,68036,USA,NTS,ISC,36.85,-115.9,0,0,0,0,20,WE,DIANAMOON,SHAFT,1
1968,68037,USA,NTS,ISC,37.28,-116.29,0,0,0,20,200,WR,SLED,SHAFT,1
1968,68038,USSR,SEMI KAZAKH,ISC,49.75,78.15,5.4,0,0,0.001,20,WE,,TUNNEL,1
1968,68039,USA,NTS,ISC,37.21,-116.08,5.5,0,0,20,200,WR,NOGGIN,SHAFT,1
1968,68040,FRANCE,MURUROA,ISC,-21.83,-139.05,4.7,0,0,1000,,WR,PROCYON,BALLOON,1
1968,68041,USA,NTS,ISC,36.88,-115.91,5.8,0,0,0,20,WR,KNIFE A,SHAFT,1
1968,68042,USA,NTS,ISC,37.05,-116.13,5.1,0,0,20,200,PNE:PLO,STODDARD,SHAFT,1
1968,68043,USA,NTS,ISC,37.17,-116.27,5,0,0,0,20,WE,HUDSON SEAL,TUNNEL,1
1968,68044,USSR,SEMI KAZAKH,ISC,49.82,78.18,6.3,0,0,60,60,WE,,TUNNEL,1
1968,68045,USA,NTS,ISC,37.02,-115.94,0,0,0,0,20,WR,KNIFE C,SHAFT,1
1968,68075,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,WELDER,SHAFT,1
1968,68059,USA,NTS,DIS,36.99,-116.26,0,0,0,0,20,WR,WAT,SHAFT,1
1968,68080,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.24,0.24,PNE,TELKEM,SHAFT,1
1968,68076,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HULA,SHAFT,1
1968,68081,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1968,68060,USA,NTS,DIS,36.87,-116.27,0,0,0,0,20,SE,BIT A-B,SHAFT,1
1968,68077,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FILE,SHAFT,1
1968,68046,USA,NTS,ISC,37.05,-116.08,0,0,0,20,200,WR,CREW,SHAFT,1
1968,68082,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CREW 2-3,SHAFT,1
1968,68047,USSR,NZ RUSS,ISC,73.39,54.58,6.1,0,0,0,1500,WR,,TUNNEL,1
1968,68048,USSR,SEMI KAZAKH,ISC,49.76,78.06,4.9,0,0,0.001,20,PNE,,TUNNEL,1
1968,68083,USSR,SEMI KAZAKH,MTM,37,78,0,0,0,0.24,0.24,PNE,TELKEM-2,SHAFT,1
1968,68049,USA,NTS,ISC,37.02,-115.99,0,0,0,0,20,WR,KNIFE B,SHAFT,1
1968,68061,USA,NTS,DIS,37,-116.31,0,0,0,0,20,WR,AUGER,SHAFT,1
1968,68050,USA,NTS,ISC,36.95,-116.18,4.9,0,0,0,20,WE,MINGVASE,TUNNEL,1
1968,68051,USA,NTS,ISC,37.13,-116.04,0,0,0,0,20,WR,TINDERBOX,SHAFT,1
1968,68052,USA,NTS,ISC,37.28,-116.37,4.8,0,0,30,30,PNE:PLO,SCHOONER,CRATER,1
1968,68053,USA,NTS,ISC,37.02,-116.07,0,0,0,0,20,WR,TYG A-F,SHAFT,1
1968,68062,USA,NTS,DIS,37.01,-116.11,0,0,0,0,20,WR,SCISSORS,SHAFT,1
1968,68078,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,BAYLEAF,SHAFT,1
1968,68054,USSR,SEMI KAZAKH,UGS,49.7,78.1,5.2,0,0,0.001,20,PNE,,TUNNEL,1
1968,68055,USA,NTS,ISC,37.2,-116.5,6.3,0,0,1150,1150,WR,BENHAM,SHAFT,1
1968,68056,CHINA,LOP NOR,DOE,41.5,89,0,0,0,3000,3000,WR,,AIRDROP,1
1969,69001,USA,NTS,ISC,37.14,-116.07,0,0,0,10,10,WE,PACKARD,SHAFT,1
1969,69002,USA,NTS,ISC,37.19,-116.22,5.3,0,0,20,200,WR,WINESKIN,SHAFT,1
1969,69047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SHAVE,SHAFT,1
1969,69003,USA,NTS,ISC,37.04,-115.99,4.9,0,0,20,200,WR,VISE,SHAFT,1
1969,69048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BIGGIN,SHAFT,1
1969,69049,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NIPPER,SHAFT,1
1969,69050,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WINCH,SHAFT,1
1969,69004,USA,NTS,ISC,37.15,-116.14,0,0,0,0,20,WE,CYPRESSE,TUNNEL,1
1969,69005,USSR,SEMI KAZAKH,ISC,49.84,78.15,5.6,0,0,20,150,WR,,TUNNEL,1
1969,69051,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,VALISE,SHAFT,1
1969,69052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CHATTY,SHAFT,1
1969,69006,USA,NTS,ISC,36.96,-116.02,4.4,0,0,0,20,WR,BARSAC,SHAFT,1
1969,69007,USA,NTS,ISC,37.11,-116.08,4.9,0,0,0,100,WR,COFFER,SHAFT,1
1969,69064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1969,69065,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE,,TUNNEL,1
1969,69053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GOURD A/B,SHAFT,1
1969,69008,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WR,BLENTON,SHAFT,1
1969,69009,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WR,THISTLE,SHAFT,1
1969,69010,USA,NTS,ISC,37.25,-116.46,5.5,0,0,20,200,WR,PURSE,SHAFT,1
1969,69054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ALIMENT,SHAFT,1
1969,69011,USSR,SEMI KAZAKH,ISC,49.78,78.16,5.2,0,0,0.001,20,WR,,TUNNEL,1
1969,69012,USA,NTS,ISC,37.01,-116.03,5,0,0,20,200,WR,TORRIDO,SHAFT,1
1969,69055,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,IPECAC A-B,SHAFT,1
1969,69013,USSR,SEMI KAZAKH,ISC,50.01,77.81,5.3,0,0,0.001,20,WR,,SHAFT,1
1969,69014,USA,NTS,ISC,36.95,-116.07,4.5,0,0,0,20,WR,TAPPER,SHAFT,1
1969,69056,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BOWL 1-2,SHAFT,1
1969,69015,USSR,SEMI KAZAKH,ISC,49.76,78.2,5.2,0,0,0.001,20,PNE/WR,,TUNNEL,1
1969,69016,USA,NTS,ISC,37.07,-116.08,0,0,0,20,200,WR,ILDRIM,SHAFT,1
1969,69017,USA,NTS,ISC,37.13,-116.07,5.5,0,0,20,200,WR,HUTCH,SHAFT,1
1969,69018,USSR,SEMI KAZAKH,ISC,49.88,78.23,5.4,0,0,16,16,WR,,TUNNEL,1
1969,69019,USA,NTS,ISC,37.2,-116.1,0,0,0,0,20,WR,SPIDER A-B,TUNNEL,1
1969,69020,USA,NTS,ISC,36.91,-116.01,0,0,0,0,20,WR,PLIERS,SHAFT,1
1969,69057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HOREHOUND,SHAFT,1
1969,69021,USSR,PERM RUSS,ISC,57.35,54.77,4.8,0,0,7.6,7.6,PNE,GRIFON,SHAFT,1
1969,69022,USSR,PERM RUSS,ISC,51.31,55.03,4.8,0,0,7.6,7.6,PNE,GRIFON,SHAFT,1
1969,69023,USA,GRAND V CO,ISC,39.5,-107.88,5,0,0,40,40,PNE:PLO,RULISON,SHAFT,1
1969,69024,USSR,SEMI KAZAKH,ISC,49.77,78.03,5,0,0,0.001,20,PNE,,TUNNEL,1
1969,69025,USA,NTS,ISC,36.84,-115.93,0,0,0,0,20,WE,MINUTE STEAK,SHAFT,1
1969,69026,USA,NTS,ISC,37.33,-116.43,6.1,0,0,0,1000,WR,JORUM,SHAFT,1
1969,69058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KYACK A-B,SHAFT,1
1969,69027,CHINA,LOP NOR,ISC,41.35,88.33,5.2,0,0,25,25,WR,,UG,1
1969,69028,USSR,STAVRO RUSS,ISC,45.88,42.49,5.6,0,0,10,10,PNE,,SHAFT,1
1969,69029,CHINA,LOP NOR,ISC,40.72,89.3,4.7,0,0,3000,3000,WR,,AIRDROP,1
1969,69030,USSR,SEMI KAZAKH,ISC,49.81,78.18,5.2,0,0,0.001,20,WR,,TUNNEL,1
1969,69059,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,SEAWEED C-E,SHAFT,1
1969,69031,USA,AMCHITKA AK,ISC,51.59,179.19,6.4,0,0,1000,1000,WR,MILROW,SHAFT,1
1969,69032,USA,NTS,ISC,37.23,-116.43,5.6,0,0,200,1000,WR,PIPKIN,SHAFT,1
1969,69033,USSR,NZ RUSS,ISC,73.39,54.5,6.3,0,0,20,1500,WR,,TUNNEL,1
1969,69060,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,SEAWEED B,SHAFT,1
1969,69034,USA,NTS,ISC,37.07,-116.04,0,0,0,11,11,WR,CRUET,SHAFT,1
1969,69035,USA,NTS,ISC,37.04,-116.16,0,0,0,16.7,16.7,WR,POD A-D,SHAFT,1
1969,69036,USA,NTS,ISC,37.22,-116.09,0,0,0,110,110,WR,CALABASH,SHAFT,1
1969,69066,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,SAM,,TUNNEL,1
1969,69037,USA,NTS,DOE,37,-116,0,0,0,1.7,1.7,WR,SCUTTLE,SHAFT,1
1969,69038,USA,NTS,ISC,36.98,-116.02,5,0,0,20,200,WR,PICCALILLI,SHAFT,1
1969,69061,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLANER,SHAFT,1
1969,69067,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE,,TUNNEL,1
1969,69039,USSR,SEMI KAZAKH,ISC,49.94,78.98,6,0,0,125,125,WR,,SHAFT,1
1969,69040,USA,NTS,ISC,37.13,-116.24,4.9,0,0,0,20,WE,DIESELTRAIN,TUNNEL,1
1969,69041,USSR,MANGY KAZAKH,ISC,43.79,54.75,5.8,0,0,30,30,PNE,,SHAFT,1
1969,69062,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CULANIRO A-B,SHAFT,1
1969,69063,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TUN A-D,SHAFT,1
1969,69042,USA,NTS,ISC,37.06,-116,5.4,0,0,20,200,WR,GRAPE A,SHAFT,1
1969,69043,USA,NTS,ISC,36.9,-116.07,4.7,0,0,0,20,WR,LOVAGE,SHAFT,1
1969,69044,USA,NTS,ISC,37.09,-116.07,0,0,0,0,200,WR,TERRINE W/Y,SHAFT,1
1969,69045,USSR,SEMI KAZAKH,ISC,49.98,77.79,5.7,0,0,40,40,WR,,SHAFT,1
1969,69046,USSR,SEMI KAZAKH,ISC,49.7,78.2,5.1,0,0,0.001,20,PNE,,TUNNEL,1
1970,70001,USA,NTS,ISC,37.11,-115.96,0,0,0,0,20,WR,FOB G/R/B,SHAFT,1
1970,70002,USSR,SEMI KAZAKH,ISC,49.84,78.27,5.5,0,0,0.001,20,WE,,TUNNEL,1
1970,70003,USA,NTS,ISC,36.98,-116.07,0,0,0,0,20,WR,AJO,SHAFT,1
1970,70004,USA,NTS,ISC,37.09,-116.01,5.6,0,0,20,200,WR,GRAPE B,SHAFT,1
1970,70053,USA,NTS,DOE,37,-116,0,0,0,20,200,WR,BELEN,SHAFT,1
1970,70005,USA,NTS,ISC,37.09,-116.05,0,0,0,25,25,WR,LABIS,SHAFT,1
1970,70006,USA,NTS,ISC,37.13,-116.21,0,0,0,0,20,WE,DIANAMIST,TUNNEL,1
1970,70061,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,,TUNNEL,1
1970,70008,USA,NTS,ISC,37.07,-115.98,0,0,0,20,200,WR,CUMMARIN,SHAFT,1
1970,70009,USA,NTS,ISC,37.11,-116.08,5.3,0,0,20,200,WR,YANNIGAN R/B/W,SHAFT,1
